ID,brand,itemName,productLink,imageFileName,imageLinkBlob,colorHex,personalCol,category,price
outer_id_577,매스노운,M-65 피쉬테일 코튼 야상 코트 MWZCT002-BK,https://www.musinsa.com/products/1716011,O577.jpg,https://chilldata.blob.core.windows.net/clothimage/O577.jpg,#151517,Winter Deep,top,149000
outer_id_578,웬즈데이오아시스,W/M-65 피쉬테일 야상 패딩 코트(3col),https://www.musinsa.com/products/3716632,O578.jpg,https://chilldata.blob.core.windows.net/clothimage/O578.jpg,#555550,Autumn Muted,outer,128800
outer_id_579,무신사 스탠다드 우먼,우먼즈 오버사이즈 테디 플리스 하이 넥 집업 재킷 [브라운],https://www.musinsa.com/products/4138969,O579.jpg,https://chilldata.blob.core.windows.net/clothimage/O579.jpg,#130f0f,Winter Deep,outer,47890
outer_id_580,로엠,블루종 페이크 레더 자켓(2colors)_RMJKE49R98,https://www.musinsa.com/products/4633243,O580.jpg,https://chilldata.blob.core.windows.net/clothimage/O580.jpg,#c8baae,Summer Muted,outer,64500
outer_id_581,로제프란츠,Tweed Wool Jacket [Black],https://www.musinsa.com/products/3843519,O581.jpg,https://chilldata.blob.core.windows.net/clothimage/O581.jpg,#0a0909,Winter Deep,outer,108000
outer_id_582,시스티나,베이직 브이넥 니트 베스트_ASKVTO31030,https://www.musinsa.com/products/4291754,O582.jpg,https://chilldata.blob.core.windows.net/clothimage/O582.jpg,#423432,Autumn Deep,pants,34000
outer_id_583,플레이스 스튜디오,데미지 빈티지 워싱 스트링 라인 코튼 집업 자켓 [블랙],https://www.musinsa.com/products/3815483,O583.jpg,https://chilldata.blob.core.windows.net/clothimage/O583.jpg,#171717,Winter Deep,outer,46720
outer_id_584,라뮤스튜디오,마스 울 히든버튼 하프 코트 블랙 MARS12BK,https://www.musinsa.com/products/3748226,O584.jpg,https://chilldata.blob.core.windows.net/clothimage/O584.jpg,#141518,Winter Deep,outer,157800
outer_id_585,마뗑킴,DENIM COMBI RACING JUMPER IN IVORY,https://www.musinsa.com/products/3551338,O585.jpg,https://chilldata.blob.core.windows.net/clothimage/O585.jpg,#c3b5a9,Summer Muted,outer,148800
outer_id_586,글랙,GJ057 러브아더 비건 레더 바시티 자켓 (PINK),https://www.musinsa.com/products/4464930,O586.jpg,https://chilldata.blob.core.windows.net/clothimage/O586.jpg,#605e53,Autumn Muted,pants,84500
outer_id_587,코드그라피,리치포켓 유틸리티 숏 자켓_블랙,https://www.musinsa.com/products/3044104,O587.jpg,https://chilldata.blob.core.windows.net/clothimage/O587.jpg,#272727,Winter Deep,outer,49900
outer_id_588,무신사 스탠다드 우먼,우먼즈 라운드 넥 트위드 재킷 [블루],https://www.musinsa.com/products/3790877,O588.jpg,https://chilldata.blob.core.windows.net/clothimage/O588.jpg,#93b6d5,Summer Muted,outer,71890
outer_id_589,윗,울 오버 블레이저 자켓 - 브라운,https://www.musinsa.com/products/3656886,O589.jpg,https://chilldata.blob.core.windows.net/clothimage/O589.jpg,#231d16,Winter Deep,outer,152100
outer_id_590,커버낫,숏 퀼팅 자켓 에크루,https://www.musinsa.com/products/3529154,O590.jpg,https://chilldata.blob.core.windows.net/clothimage/O590.jpg,#e6e0cc,Spring Light,outer,48900
outer_id_591,피지컬 에듀케이션 디파트먼트,[승관 PICK] 체크 스타테일 엘보우 패치 후드집업_그레이,https://www.musinsa.com/products/4738347,O591.jpg,https://chilldata.blob.core.windows.net/clothimage/O591.jpg,#b6b4af,Summer Muted,top,80100
outer_id_592,맨인스토어 프로덕트,프리미엄 스웨이드 자켓_Navy,https://www.musinsa.com/products/3783362,O592.jpg,https://chilldata.blob.core.windows.net/clothimage/O592.jpg,#272630,Winter Deep,outer,59900
outer_id_593,언더오프,투웨이 하찌 집업 니트 블랙,https://www.musinsa.com/products/4447956,O593.jpg,https://chilldata.blob.core.windows.net/clothimage/O593.jpg,#1b1b21,Winter Deep,outer,41900
outer_id_594,토마스모어,TD1-JK02 워크 카라 자켓-라이트베이지,https://www.musinsa.com/products/3160861,O594.jpg,https://chilldata.blob.core.windows.net/clothimage/O594.jpg,#d7d6d4,Spring Light,outer,63500
outer_id_595,스파오,[신세틱레더] 무스탕 재킷_SPJLE4VM07,https://www.musinsa.com/products/4494654,O595.jpg,https://chilldata.blob.core.windows.net/clothimage/O595.jpg,#1d140e,Winter Deep,outer,79900
outer_id_596,비슬로우,[24FW Ver.]WOOL WIDE COLLAR HARRINGTON JACKET DARK BROWN,https://www.musinsa.com/products/3563162,O596.jpg,https://chilldata.blob.core.windows.net/clothimage/O596.jpg,#26201c,Winter Deep,outer,174300
outer_id_597,레이디 볼륨,9163 VINTAGE COATING LEATHER JACKET_BROWN,https://www.musinsa.com/products/4353147,O597.jpg,https://chilldata.blob.core.windows.net/clothimage/O597.jpg,#2b241d,Winter Deep,outer,79900
outer_id_598,디스커버리 익스페디션,[무료반품] 여성 루이스 구스다운 경량패딩 (IVORY),https://www.musinsa.com/products/4475337,O598.jpg,https://chilldata.blob.core.windows.net/clothimage/O598.jpg,#dbdbda,Spring Light,outer,167300
outer_id_599,앨빈클로,[빅후드] 무지 벌룬핏 후드 집업 AZH569 (4 COLOR),https://www.musinsa.com/products/4366083,O599.jpg,https://chilldata.blob.core.windows.net/clothimage/O599.jpg,#adabb0,Summer Muted,outer,42900
outer_id_600,스탠다드에러,87-STAN008 [비건 레더] 파이핑 카라 바시티 레더 자켓 블랙,https://www.musinsa.com/products/3390496,O600.jpg,https://chilldata.blob.core.windows.net/clothimage/O600.jpg,#2c2c2c,Winter Deep,outer,49900
outer_id_601,플레이스 스튜디오,소프트 울 블렌디드 미니멀 클래식 블루종 카라 숏 코트 [차콜],https://www.musinsa.com/products/4615757,O601.jpg,https://chilldata.blob.core.windows.net/clothimage/O601.jpg,#34333b,Winter Deep,outer,54900
outer_id_602,코드그라피,(우먼) 레글런 절개 후드집업_블랙,https://www.musinsa.com/products/4389223,O602.jpg,https://chilldata.blob.core.windows.net/clothimage/O602.jpg,#151616,Winter Deep,outer,39900
outer_id_603,플레이스 스튜디오,스트링 시어 레이스 투웨이 자수 바람막이 긴팔 점퍼 [아이보리],https://www.musinsa.com/products/4109242,O603.jpg,https://chilldata.blob.core.windows.net/clothimage/O603.jpg,#dcdbe0,Summer Light,outer,29400
outer_id_604,커버낫 우먼,우먼 숏 더플 코트 네이비,https://www.musinsa.com/products/4143141,O604.jpg,https://chilldata.blob.core.windows.net/clothimage/O604.jpg,#18181c,Winter Deep,outer,161400
outer_id_605,큐리티,C HOODED LEATHER JACKET_BLACK,https://www.musinsa.com/products/4729716,O605.jpg,https://chilldata.blob.core.windows.net/clothimage/O605.jpg,#1f211f,Winter Deep,outer,223200
outer_id_606,맨인스토어 프로덕트,오버핏 투웨이 비건레더 자켓_Black,https://www.musinsa.com/products/3785805,O606.jpg,https://chilldata.blob.core.windows.net/clothimage/O606.jpg,#0c0c0c,Winter Deep,outer,69900
outer_id_607,구빈,배색 플리스 집업자켓,https://www.musinsa.com/products/4632095,O607.jpg,https://chilldata.blob.core.windows.net/clothimage/O607.jpg,#deccbe,Spring Light,outer,111200
outer_id_608,무신사 스탠다드,데일리 푸퍼 숏 패딩 재킷 [블랙],https://www.musinsa.com/products/3378514,O608.jpg,https://chilldata.blob.core.windows.net/clothimage/O608.jpg,#1a1512,Winter Deep,outer,45390
outer_id_609,세터,가봉 워시드 데님 트러커 자켓 워시드 블랙,https://www.musinsa.com/products/3928751,O609.jpg,https://chilldata.blob.core.windows.net/clothimage/O609.jpg,#38393d,Winter Deep,outer,237150
outer_id_610,더블유브이프로젝트,더프 옥스포드 코튼 자켓 네이비 JIOT7773,https://www.musinsa.com/products/4742382,O610.jpg,https://chilldata.blob.core.windows.net/clothimage/O610.jpg,#1b1e2a,Winter Deep,outer,78900
outer_id_611,아디다스,코듀로이 후디 - 카본 / JD5393,https://www.musinsa.com/products/4732786,O611.jpg,https://chilldata.blob.core.windows.net/clothimage/O611.jpg,#353439,Winter Deep,pants,133990
outer_id_612,론론,DUMBLE SHORT DUFFLE MUSTANG JACKET BROWN,https://www.musinsa.com/products/4481416,O612.jpg,https://chilldata.blob.core.windows.net/clothimage/O612.jpg,#764826,Autumn Deep,outer,179100
outer_id_613,앨빈클로,로프 버튼 집업 후드 가디건 AZH482 (4 COLOR),https://www.musinsa.com/products/2933691,O613.jpg,https://chilldata.blob.core.windows.net/clothimage/O613.jpg,#202b3a,Winter Deep,outer,49900
outer_id_614,프리즘웍스,CORDUROY VARSITY JACKET 002 _ DARK GREEN,https://www.musinsa.com/products/2878659,O614.jpg,https://chilldata.blob.core.windows.net/clothimage/O614.jpg,#1a2d31,Winter Deep,outer,88800
outer_id_615,파브레가,비콘 파이핑 레더 자켓 (블랙),https://www.musinsa.com/products/4313596,O615.jpg,https://chilldata.blob.core.windows.net/clothimage/O615.jpg,#323130,Winter Deep,outer,199800
outer_id_616,닉스,유니) N/C 세미오버핏 피쉬테일 필드 코트 [FNQRCCV702P],https://www.musinsa.com/products/4698927,O616.jpg,https://chilldata.blob.core.windows.net/clothimage/O616.jpg,#656b61,Autumn Muted,outer,39000
outer_id_617,베리베인,GAFF TEX ROUND CARDIGAN (BLACK),https://www.musinsa.com/products/3597216,O617.jpg,https://chilldata.blob.core.windows.net/clothimage/O617.jpg,#171818,Winter Deep,outer,32800
outer_id_618,커넥트킨록,[핏더사이즈 PICK] [세트][세미오버] 라이트 웨이트 셋업 (블랙),https://www.musinsa.com/products/3087149,O618.jpg,https://chilldata.blob.core.windows.net/clothimage/O618.jpg,#161616,Winter Deep,outer,107100
outer_id_619,컨셉타이드,클래식 프렌치 니트 가디건_Navy,https://www.musinsa.com/products/4396717,O619.jpg,https://chilldata.blob.core.windows.net/clothimage/O619.jpg,#9c8970,Autumn Muted,pants,39900
outer_id_620,이지노이지,비건레더 크롭 바이커자켓 - 브라운,https://www.musinsa.com/products/3543953,O620.jpg,https://chilldata.blob.core.windows.net/clothimage/O620.jpg,#6b574e,Autumn Muted,outer,70200
outer_id_621,론론,PENDANT FRILL HOODIE WIND JUMPER NAVY CHECK,https://www.musinsa.com/products/4333288,O621.jpg,https://chilldata.blob.core.windows.net/clothimage/O621.jpg,#2c2e31,Winter Deep,pants,129600
outer_id_622,오프더도어,벨티드 구스다운 롱 코트(6 color),https://www.musinsa.com/products/3056855,O622.jpg,https://chilldata.blob.core.windows.net/clothimage/O622.jpg,#1a2321,Winter Deep,outer,49900
outer_id_623,라츠유,lotsyou_Fluffy Floral Puffer Jacket Ivory,https://www.musinsa.com/products/4647631,O623.jpg,https://chilldata.blob.core.windows.net/clothimage/O623.jpg,#353529,Winter Deep,skirt,249000
outer_id_624,르아르,울 모헤어 니트 가디건 [차콜],https://www.musinsa.com/products/3471024,O624.jpg,https://chilldata.blob.core.windows.net/clothimage/O624.jpg,#3e4347,Winter Deep,top,62000
outer_id_625,플레이스 스튜디오,리버시블 레더 자켓 바시티 블루종 점퍼[베이지],https://www.musinsa.com/products/2702066,O625.jpg,https://chilldata.blob.core.windows.net/clothimage/O625.jpg,#d2cdc1,Spring Light,outer,49900
outer_id_626,필루미네이트,[SET]파이핑 라인 셋업-차콜,https://www.musinsa.com/products/4743551,O626.jpg,https://chilldata.blob.core.windows.net/clothimage/O626.jpg,#666b60,Autumn Muted,pants,89900
outer_id_627,효지,[겨울] 커스터마이징 레귤러 핏 두툼 수트 블레이저 (3컬러),https://www.musinsa.com/products/2861289,O627.jpg,https://chilldata.blob.core.windows.net/clothimage/O627.jpg,#372c1e,Autumn Deep,outer,39000
outer_id_628,플레이스 스튜디오,슬림 하이넥 이지 퍼 니트 투웨이 밴딩 카라 점퍼 [베이지],https://www.musinsa.com/products/4648099,O628.jpg,https://chilldata.blob.core.windows.net/clothimage/O628.jpg,#a59f9c,Summer Muted,outer,53400
outer_id_629,디키즈,트윌 워크 재킷 Khaki,https://www.musinsa.com/products/4439851,O629.jpg,https://chilldata.blob.core.windows.net/clothimage/O629.jpg,#a48b6f,Autumn Muted,outer,169100
outer_id_630,아웃스탠딩,2ND POPLIN JUNGLE FATIGUE JACKET_BLACK,https://www.musinsa.com/products/4736350,O630.jpg,https://chilldata.blob.core.windows.net/clothimage/O630.jpg,#24272a,Winter Deep,outer,97200
outer_id_631,스컬프터,Washed Bondage Hoodie Washed Gray,https://www.musinsa.com/products/3801087,O631.jpg,https://chilldata.blob.core.windows.net/clothimage/O631.jpg,#c2bcb6,Summer Muted,top,68600
outer_id_632,커넥트킨록,[세미오버] 워시드 데님 트러커 자켓 (블랙),https://www.musinsa.com/products/4379829,O632.jpg,https://chilldata.blob.core.windows.net/clothimage/O632.jpg,#1b1b1d,Winter Deep,outer,54500
outer_id_633,로맨틱크라운,바이커 니트 후드 집업_라이트 그레이,https://www.musinsa.com/products/3781567,O633.jpg,https://chilldata.blob.core.windows.net/clothimage/O633.jpg,#9b9999,Autumn Muted,outer,46800
outer_id_634,프리즘웍스,CORDUROY BUDDY HARRINGTON JACKET _ BROWN,https://www.musinsa.com/products/3471497,O634.jpg,https://chilldata.blob.core.windows.net/clothimage/O634.jpg,#35251d,Autumn Deep,outer,140600
outer_id_635,디스이즈네버댓,ULTRAS Varsity Jacket Black,https://www.musinsa.com/products/4460709,O635.jpg,https://chilldata.blob.core.windows.net/clothimage/O635.jpg,#1d1d1d,Winter Deep,outer,279300
outer_id_636,스파오,(후드탈착) 오버핏 MA-1 항공점퍼_SPJAE4TC02,https://www.musinsa.com/products/4380671,O636.jpg,https://chilldata.blob.core.windows.net/clothimage/O636.jpg,#777a7d,Autumn Muted,outer,44950
outer_id_637,퍼스텝,스트라이크 MA-1 자켓 카키 JUOT4413,https://www.musinsa.com/products/1828402,O637.jpg,https://chilldata.blob.core.windows.net/clothimage/O637.jpg,#4c4d43,Winter Deep,outer,74900
outer_id_638,어반디타입,히티트울 발마칸 코트(Wool 60)_네이비,https://www.musinsa.com/products/2172267,O638.jpg,https://chilldata.blob.core.windows.net/clothimage/O638.jpg,#090f0d,Winter Deep,outer,99900
outer_id_639,엠오오,피치스킨 벌룬오버 후드집업 -블랙,https://www.musinsa.com/products/2109978,O639.jpg,https://chilldata.blob.core.windows.net/clothimage/O639.jpg,#201c18,Winter Deep,pants,54600
outer_id_640,예예,Crest Logo Crop Zip-up Hoodie - Oatmeal,https://www.musinsa.com/products/3885547,O640.jpg,https://chilldata.blob.core.windows.net/clothimage/O640.jpg,#f1e8e6,Spring Light,outer,26700
outer_id_641,플레이스 스튜디오,코튼 스티치 점퍼 [블랙],https://www.musinsa.com/products/2139479,O641.jpg,https://chilldata.blob.core.windows.net/clothimage/O641.jpg,#515151,Autumn Muted,outer,49900
outer_id_642,미나수,Menasoo Hearttrack Zipup Cardigan_Black,https://www.musinsa.com/products/4315723,O642.jpg,https://chilldata.blob.core.windows.net/clothimage/O642.jpg,#2d2f34,Winter Deep,pants,99000
outer_id_643,플루크,어드벤처 피쉬테일 퀼팅 롱파카 다크그레이 FPJ222,https://www.musinsa.com/products/4499591,O643.jpg,https://chilldata.blob.core.windows.net/clothimage/O643.jpg,#2a2a33,Winter Deep,outer,138000
outer_id_644,플레이스 스튜디오,빈티지 에코 워싱 레더 크롭 라이더 자켓,https://www.musinsa.com/products/4409829,O644.jpg,https://chilldata.blob.core.windows.net/clothimage/O644.jpg,#3a322c,Winter Deep,outer,49900
outer_id_645,오프닝선샤인,빅카라 퀼팅 롱코트 베이지,https://www.musinsa.com/products/3641647,O645.jpg,https://chilldata.blob.core.windows.net/clothimage/O645.jpg,#c7bca4,Summer Muted,outer,195000
outer_id_646,제너럴아이디어,노카라 퍼 자켓 [BEIGE] / WBD4L09520,https://www.musinsa.com/products/4627799,O646.jpg,https://chilldata.blob.core.windows.net/clothimage/O646.jpg,#dfc59d,Spring Light,top,111000
outer_id_647,필루미네이트,[SET]심볼 로고 트레이닝 셋업-버건디,https://www.musinsa.com/products/3816296,O647.jpg,https://chilldata.blob.core.windows.net/clothimage/O647.jpg,#471d1f,Autumn Deep,outer,85900
outer_id_648,디스이즈네버댓,T.N.T. Classic HDP Zip Up Hoodie Blue,https://www.musinsa.com/products/4460680,O648.jpg,https://chilldata.blob.core.windows.net/clothimage/O648.jpg,#0d66a8,Winter Bright,outer,83300
outer_id_649,프로젝트엠,남성) 캐시미어블렌드 오버핏 코트_EPD4CC1403,https://www.musinsa.com/products/3660304,O649.jpg,https://chilldata.blob.core.windows.net/clothimage/O649.jpg,#101114,Winter Deep,outer,101900
outer_id_650,무센트,[무료반품] 로킨 코듀로이 블루종 누빔 자켓 (남녀공용),https://www.musinsa.com/products/4456206,O650.jpg,https://chilldata.blob.core.windows.net/clothimage/O650.jpg,#493628,Autumn Deep,outer,129000
outer_id_651,알파 인더스트리,x 이세 블러드칫 라이너 Black,https://www.musinsa.com/products/2050778,O651.jpg,https://chilldata.blob.core.windows.net/clothimage/O651.jpg,#1f1f22,Winter Deep,outer,80100
outer_id_652,도프제이슨,워싱레더 커브드 보머 자켓,https://www.musinsa.com/products/3041960,O652.jpg,https://chilldata.blob.core.windows.net/clothimage/O652.jpg,#1f1f1e,Winter Deep,top,120800
outer_id_653,키뮤어,커브드 오버핏 빅카라 집업_블랙,https://www.musinsa.com/products/3046707,O653.jpg,https://chilldata.blob.core.windows.net/clothimage/O653.jpg,#1e1e1e,Winter Deep,outer,35900
outer_id_654,마뗑킴,LAYERED HOODY BOMBER DOWN JUMPER IN LIGHT KHAKI,https://www.musinsa.com/products/4590198,O654.jpg,https://chilldata.blob.core.windows.net/clothimage/O654.jpg,#fefefe,Summer Light,top,378000
outer_id_655,맨인스토어 프로덕트,글로시 푸퍼 크롭 숏패딩 (woman)_Sora,https://www.musinsa.com/products/4650487,O655.jpg,https://chilldata.blob.core.windows.net/clothimage/O655.jpg,#151917,Winter Deep,outer,49900
outer_id_656,브렌슨,B. 오버핏 2Way 스웨트 후드집업 ( 4Color ),https://www.musinsa.com/products/4467376,O656.jpg,https://chilldata.blob.core.windows.net/clothimage/O656.jpg,#afb0b2,Summer Muted,outer,44900
outer_id_657,썸플레이스,양털 오버핏 배색 자수 플리스 후드 미디 자켓 점퍼 [베이지],https://www.musinsa.com/products/3658785,O657.jpg,https://chilldata.blob.core.windows.net/clothimage/O657.jpg,#c6b3a0,Summer Muted,outer,54400
outer_id_658,샐리,카라퍼레더다이아퀼팅롱패딩_I4D-CPD036,https://www.musinsa.com/products/4694064,O658.jpg,https://chilldata.blob.core.windows.net/clothimage/O658.jpg,#b9a681,Autumn Muted,outer,56000
outer_id_659,케이투,실크스타(SILKSTAR) 프리제(FRISE) 구스 다운 W (ECO)_Off White,https://www.musinsa.com/products/4368413,O659.jpg,https://chilldata.blob.core.windows.net/clothimage/O659.jpg,#a7a790,Autumn Muted,skirt,231200
outer_id_660,이티씨이,DESTROYED PADDED BOMBER (BLACK),https://www.musinsa.com/products/3848633,O660.jpg,https://chilldata.blob.core.windows.net/clothimage/O660.jpg,#fefefe,Summer Light,outer,176000
outer_id_661,아이더,HUG (허그) β 토글 플리스 자켓_Carbon,https://www.musinsa.com/products/4384114,O661.jpg,https://chilldata.blob.core.windows.net/clothimage/O661.jpg,#141720,Winter Deep,outer,199000
outer_id_662,썸플레이스,코듀로이 헤링턴 오버핏 카라 캐쥬얼 점퍼 _ 2COLOR,https://www.musinsa.com/products/4634822,O662.jpg,https://chilldata.blob.core.windows.net/clothimage/O662.jpg,#223b5e,Winter Deep,outer,46150
outer_id_663,나인제트,숄더패치 헤비웨이트 스웨이드 자켓 (블랙) 24JK05,https://www.musinsa.com/products/4305277,O663.jpg,https://chilldata.blob.core.windows.net/clothimage/O663.jpg,#060606,Winter Deep,pants,94000
outer_id_664,후드후드,하이넥 헤비 덕다운 숏패딩 라이트그레이,https://www.musinsa.com/products/3614398,O664.jpg,https://chilldata.blob.core.windows.net/clothimage/O664.jpg,#cdcccd,Summer Muted,outer,146300
outer_id_665,플레이스 스튜디오,에코 웨이브 빈티지 심플 카라 레더 자켓 점퍼 [브라운],https://www.musinsa.com/products/3577504,O665.jpg,https://chilldata.blob.core.windows.net/clothimage/O665.jpg,#443b36,Autumn Deep,outer,43800
outer_id_666,폴로 랄프 로렌,W 윔블던 보머 재킷 - 네이비,https://www.musinsa.com/products/3366492,O666.jpg,https://chilldata.blob.core.windows.net/clothimage/O666.jpg,#fefefe,Summer Light,top,319000
outer_id_667,더블유브이프로젝트,타르트 코듀로이 항공점퍼 카키 YSOT7446,https://www.musinsa.com/products/1711952,O667.jpg,https://chilldata.blob.core.windows.net/clothimage/O667.jpg,#323225,Winter Deep,top,74900
outer_id_668,커버낫,숏 퀼팅 베스트 아이보리,https://www.musinsa.com/products/2813454,O668.jpg,https://chilldata.blob.core.windows.net/clothimage/O668.jpg,#edeae3,Spring Light,outer,30900
outer_id_669,스탠다드에러,87-STAN009 [비건 스웨이드] 스탠다드 블루종 스웨이드 자켓 카키,https://www.musinsa.com/products/3390511,O669.jpg,https://chilldata.blob.core.windows.net/clothimage/O669.jpg,#4b4432,Autumn Deep,outer,39900
outer_id_670,엑스톤즈 우먼,WXJ010 스터드 웨스턴 자켓 (BROWN),https://www.musinsa.com/products/4370323,O670.jpg,https://chilldata.blob.core.windows.net/clothimage/O670.jpg,#795134,Autumn Deep,outer,95200
outer_id_671,트래블,윙 오픈 져지 트랙 자켓 아이보리,https://www.musinsa.com/products/4720614,O671.jpg,https://chilldata.blob.core.windows.net/clothimage/O671.jpg,#eff0ec,Spring Light,outer,59900
outer_id_672,리,타이다잉 카라 블루종 블랙,https://www.musinsa.com/products/3529583,O672.jpg,https://chilldata.blob.core.windows.net/clothimage/O672.jpg,#070709,Winter Deep,outer,89500
outer_id_673,로제프란츠,Spread Hood Zip-up [Black],https://www.musinsa.com/products/4410506,O673.jpg,https://chilldata.blob.core.windows.net/clothimage/O673.jpg,#0f0f0f,Winter Deep,top,89100
outer_id_674,코드그라피,헤비보아 플리스 무톤자켓_블랙,https://www.musinsa.com/products/2744495,O674.jpg,https://chilldata.blob.core.windows.net/clothimage/O674.jpg,#212121,Winter Deep,outer,69900
outer_id_675,시티팝즈,[CP] 미디 오버핏 비건양털 겨울 무스탕 [화이트] 퍼 ver.,https://www.musinsa.com/products/4559279,O675.jpg,https://chilldata.blob.core.windows.net/clothimage/O675.jpg,#c6c1b2,Summer Muted,outer,92720
outer_id_676,맨인스토어 프로덕트,VTG 워시드 퀄팅 워크 후드자켓_Wine,https://www.musinsa.com/products/4505203,O676.jpg,https://chilldata.blob.core.windows.net/clothimage/O676.jpg,#332522,Autumn Deep,outer,69900
outer_id_677,키르시,버튼 포인트 크롭 니트 베스트 [스카이],https://www.musinsa.com/products/3580438,O677.jpg,https://chilldata.blob.core.windows.net/clothimage/O677.jpg,#707b8f,Winter Bright,top,47400
outer_id_678,페플,피그먼트 시티 워크 자켓 브라운 KHOT1490,https://www.musinsa.com/products/4412361,O678.jpg,https://chilldata.blob.core.windows.net/clothimage/O678.jpg,#54433d,Autumn Deep,outer,89000
outer_id_679,베이스모먼트,라운드넥 버튼 가디건 레드,https://www.musinsa.com/products/4280181,O679.jpg,https://chilldata.blob.core.windows.net/clothimage/O679.jpg,#901416,Autumn Deep,outer,58800
outer_id_680,프렌다,SWEAT VARSITY JACKET NAVY,https://www.musinsa.com/products/3049469,O680.jpg,https://chilldata.blob.core.windows.net/clothimage/O680.jpg,#ece8ec,Spring Light,pants,59000
outer_id_681,아키클래식,부클 플리스 덕다운 점퍼 코랄,https://www.musinsa.com/products/1643064,O681.jpg,https://chilldata.blob.core.windows.net/clothimage/O681.jpg,#f78e82,Autumn Warm,outer,49000
outer_id_682,트릴리온,워셔블 버튼 업 크루넥 가디건 니트 (MELANGE GRAY),https://www.musinsa.com/products/4328697,O682.jpg,https://chilldata.blob.core.windows.net/clothimage/O682.jpg,#6d6d6c,Autumn Muted,outer,37310
outer_id_683,로맨틱크라운,울 블렌드 오버사이즈 더플 코트_네이비,https://www.musinsa.com/products/3490007,O683.jpg,https://chilldata.blob.core.windows.net/clothimage/O683.jpg,#24293b,Winter Deep,outer,75000
outer_id_684,토피,논 퀼팅 크롭 패딩 점퍼 (BLACK),https://www.musinsa.com/products/3541079,O684.jpg,https://chilldata.blob.core.windows.net/clothimage/O684.jpg,#323232,Winter Deep,outer,49900
outer_id_685,커버낫,컴포트 싱글 자켓 베이지,https://www.musinsa.com/products/3469968,O685.jpg,https://chilldata.blob.core.windows.net/clothimage/O685.jpg,#5d4b37,Autumn Deep,outer,87900
outer_id_686,1993스튜디오,[쵸단PICK] 파이핑 트랙 피케 집업_버건디,https://www.musinsa.com/products/4259267,O686.jpg,https://chilldata.blob.core.windows.net/clothimage/O686.jpg,#5e323f,Autumn Deep,top,79000
outer_id_687,던스트,2 BUTTON VEGAN LEATHER BLAZER_UNISEX_UDJA5A105_BLACK,https://www.musinsa.com/products/3799959,O687.jpg,https://chilldata.blob.core.windows.net/clothimage/O687.jpg,#0f0f11,Winter Deep,outer,236550
outer_id_688,커버낫,RDS 롱 다운 코트 라이트 그레이,https://www.musinsa.com/products/3571719,O688.jpg,https://chilldata.blob.core.windows.net/clothimage/O688.jpg,#fefefe,Summer Light,outer,197900
outer_id_689,후드후드,[지꾸ZGGU PICK] 에일리언 바시티 자켓 네이비,https://www.musinsa.com/products/3614353,O689.jpg,https://chilldata.blob.core.windows.net/clothimage/O689.jpg,#161729,Winter Deep,outer,125400
outer_id_690,구빈,레더 포인트 워싱 워크자켓 - 다크브라운,https://www.musinsa.com/products/4554914,O690.jpg,https://chilldata.blob.core.windows.net/clothimage/O690.jpg,#5c524f,Autumn Muted,outer,112000
outer_id_691,마인드브릿지,브이넥배색베스트 - 2color MXVT3101,https://www.musinsa.com/products/2497452,O691.jpg,https://chilldata.blob.core.windows.net/clothimage/O691.jpg,#c2c4c5,Summer Muted,skirt,29900
outer_id_692,나이스고스트클럽,SIDE LINE TRACK JACKET_BLACK(NG2DSUB961A),https://www.musinsa.com/products/3050941,O692.jpg,https://chilldata.blob.core.windows.net/clothimage/O692.jpg,#363634,Winter Deep,outer,94500
outer_id_693,피지컬 에듀케이션 디파트먼트,P-ACTIVE VENTILATION TRACK JACKET BLUE GRAY,https://www.musinsa.com/products/3792375,O693.jpg,https://chilldata.blob.core.windows.net/clothimage/O693.jpg,#f3f2ef,Spring Light,pants,35600
outer_id_694,프렌치시크,(후드ver.)코스에그 자수 투웨이 니트집업 후드가디건,https://www.musinsa.com/products/4578352,O694.jpg,https://chilldata.blob.core.windows.net/clothimage/O694.jpg,#9e8e82,Autumn Muted,top,39800
outer_id_695,뉴발란스,NBNAF21323 / UNI 플라잉 배색 웜업 자켓 (IVORY),https://www.musinsa.com/products/4747957,O695.jpg,https://chilldata.blob.core.windows.net/clothimage/O695.jpg,#e8e9e8,Spring Light,outer,179000
outer_id_696,루시앙,에센셜 볼륨넥 패딩 자켓,https://www.musinsa.com/products/4307211,O696.jpg,https://chilldata.blob.core.windows.net/clothimage/O696.jpg,#d1ccbf,Spring Light,outer,19900
outer_id_697,맨인스토어 프로덕트,노아 브러쉬 라운드 니트집업 _Gray,https://www.musinsa.com/products/4679014,O697.jpg,https://chilldata.blob.core.windows.net/clothimage/O697.jpg,#a9a8aa,Summer Muted,outer,59900
outer_id_698,맨인스토어 프로덕트,워셔블 케이블 후드 풀집업 니트_5Color,https://www.musinsa.com/products/4452275,O698.jpg,https://chilldata.blob.core.windows.net/clothimage/O698.jpg,#1b1d26,Winter Deep,outer,49900
outer_id_699,세터,레체 코튼 헤링턴 자켓 샌드 베이지,https://www.musinsa.com/products/3844661,O699.jpg,https://chilldata.blob.core.windows.net/clothimage/O699.jpg,#be9f6c,Autumn Muted,outer,209300
